source,target,type,weight
183,245,undirected,1
183,7,undirected,4
183,246,undirected,1
183,135,undirected,1
183,247,undirected,1
183,248,undirected,1
183,249,undirected,2
183,258,undirected,1
183,259,undirected,1
183,260,undirected,1
183,261,undirected,1
183,262,undirected,1
183,263,undirected,1
183,278,undirected,1
183,279,undirected,1
183,66,undirected,1
183,280,undirected,1
183,91,undirected,1
183,281,undirected,1
183,282,undirected,1
183,26,undirected,1
183,295,undirected,1
183,144,undirected,1
183,297,undirected,1
183,298,undirected,1
183,299,undirected,1
183,300,undirected,1
183,309,undirected,2
183,310,undirected,2
183,311,undirected,2
183,5,undirected,3
183,308,undirected,2
183,312,undirected,2
183,313,undirected,2
183,314,undirected,2
183,352,undirected,1
183,353,undirected,1
183,354,undirected,1
183,355,undirected,2
183,356,undirected,1
183,357,undirected,1
183,361,undirected,1
183,362,undirected,1
183,375,undirected,1
183,296,undirected,1
183,376,undirected,1
183,377,undirected,1
183,67,undirected,1
183,378,undirected,1
183,379,undirected,1
183,380,undirected,1
183,350,undirected,1
183,381,undirected,1
183,88,undirected,1
183,418,undirected,1
183,80,undirected,1
183,419,undirected,1
183,268,undirected,1
183,464,undirected,1
183,349,undirected,1
183,465,undirected,1
183,476,undirected,1
183,477,undirected,1
183,76,undirected,1
183,478,undirected,1
184,182,undirected,1
184,183,undirected,1
184,124,undirected,1
184,185,undirected,1
184,153,undirected,1
184,186,undirected,1
184,9,undirected,3
184,66,undirected,1
184,355,undirected,1
184,88,undirected,1
184,68,undirected,1
184,358,undirected,1
184,359,undirected,1
184,360,undirected,1
185,182,undirected,1
185,183,undirected,1
185,184,undirected,1
185,124,undirected,1
185,153,undirected,1
185,186,undirected,1
185,9,undirected,2
185,406,undirected,1
185,407,undirected,1
186,182,undirected,1
186,183,undirected,1
186,184,undirected,1
186,124,undirected,1
186,185,undirected,1
186,153,undirected,1
186,9,undirected,1
187,9,undirected,2
187,188,undirected,1
187,183,undirected,1
187,32,undirected,1
188,9,undirected,2
188,187,undirected,1
188,183,undirected,1
188,32,undirected,1
189,9,undirected,2
189,190,undirected,1
190,9,undirected,2
190,189,undirected,1
191,9,undirected,1
191,49,undirected,2
191,192,undirected,1
191,183,undirected,1
191,81,undirected,1
191,193,undirected,1
191,0,undirected,1
192,9,undirected,3
192,49,undirected,2
192,191,undirected,1
192,183,undirected,1
192,81,undirected,1
192,193,undirected,1
192,0,undirected,1
192,198,undirected,1
192,71,undirected,1
192,124,undirected,1
192,199,undirected,1
192,200,undirected,1
192,201,undirected,1
193,9,undirected,1
193,49,undirected,2
193,191,undirected,1
193,192,undirected,1
193,183,undirected,1
193,81,undirected,1
193,0,undirected,1
194,9,undirected,1
194,195,undirected,1
194,43,undirected,1
194,196,undirected,1
194,183,undirected,1
194,49,undirected,1
194,197,undirected,1
195,9,undirected,1
195,194,undirected,1
195,43,undirected,1
195,196,undirected,1
195,183,undirected,1
195,49,undirected,1
195,197,undirected,1
196,9,undirected,1
196,194,undirected,1
196,195,undirected,1
196,43,undirected,1
196,183,undirected,1
196,49,undirected,1
196,197,undirected,1
197,9,undirected,1
197,194,undirected,1
197,195,undirected,1
197,43,undirected,1
197,196,undirected,1
197,183,undirected,1
197,49,undirected,1
198,9,undirected,2
198,71,undirected,1
198,124,undirected,1
198,199,undirected,1
198,200,undirected,1
198,201,undirected,1
198,192,undirected,1
199,9,undirected,7
199,198,undirected,1
199,71,undirected,1
199,124,undirected,1
199,200,undirected,1
199,201,undirected,1
199,192,undirected,1
199,253,undirected,1
199,91,undirected,1
199,254,undirected,1
199,255,undirected,1
199,77,undirected,1
199,350,undirected,1
199,351,undirected,1
199,328,undirected,1
199,425,undirected,1
199,43,undirected,2
199,426,undirected,1
199,427,undirected,1
199,428,undirected,1
199,429,undirected,1
199,86,undirected,1
199,24,undirected,1
199,317,undirected,1
199,445,undirected,1
199,446,undirected,1
199,67,undirected,1
199,296,undirected,1
199,447,undirected,1
199,448,undirected,1
199,449,undirected,1
199,7,undirected,1
199,450,undirected,1
200,9,undirected,2
200,198,undirected,1
200,71,undirected,1
200,124,undirected,1
200,199,undirected,1
200,201,undirected,1
200,192,undirected,1
201,9,undirected,2
201,198,undirected,1
201,71,undirected,1
201,124,undirected,1
201,199,undirected,1
201,200,undirected,1
201,192,undirected,1
202,9,undirected,1
202,0,undirected,1
202,203,undirected,1
202,204,undirected,1
202,205,undirected,1
202,7,undirected,1
202,81,undirected,1
202,206,undirected,1
202,73,undirected,1
203,9,undirected,1
203,202,undirected,1
203,0,undirected,1
203,204,undirected,1
203,205,undirected,1
203,7,undirected,1
203,81,undirected,1
203,206,undirected,1
203,73,undirected,1
204,9,undirected,1
204,202,undirected,1
204,0,undirected,1
204,203,undirected,1
204,205,undirected,1
204,7,undirected,1
204,81,undirected,1
204,206,undirected,1
204,73,undirected,1
205,9,undirected,1
205,202,undirected,1
205,0,undirected,1
205,203,undirected,1
205,204,undirected,1
205,7,undirected,1
205,81,undirected,1
205,206,undirected,1
205,73,undirected,1
206,9,undirected,1
206,202,undirected,1
206,0,undirected,1
206,203,undirected,1
206,204,undirected,1
206,205,undirected,1
206,7,undirected,1
206,81,undirected,1
206,73,undirected,1
207,9,undirected,1
207,208,undirected,1
208,9,undirected,2
208,207,undirected,1
208,114,undirected,1
208,57,undirected,2
208,217,undirected,1
208,223,undirected,1
208,43,undirected,1
208,224,undirected,1
208,225,undirected,1
208,180,undirected,1
208,7,undirected,1
208,60,undirected,1
209,9,undirected,7
209,210,undirected,1
209,124,undirected,1
209,211,undirected,1
209,212,undirected,1
209,183,undirected,2
209,213,undirected,1
209,278,undirected,1
209,279,undirected,1
209,66,undirected,1
209,280,undirected,1
209,91,undirected,1
209,281,undirected,1
209,282,undirected,1
209,295,undirected,1
209,43,undirected,1
209,296,undirected,1
209,469,undirected,1
209,58,undirected,1
209,11,undirected,1
209,7,undirected,1
209,218,undirected,1
209,470,undirected,1
209,471,undirected,1
210,9,undirected,2
210,209,undirected,1
210,124,undirected,1
210,211,undirected,1
210,212,undirected,1
210,183,undirected,1
210,213,undirected,1
211,9,undirected,2
211,209,undirected,1
211,210,undirected,1
211,124,undirected,1
211,212,undirected,1
211,183,undirected,1
211,213,undirected,1
212,9,undirected,2
212,209,undirected,1
212,210,undirected,1
212,124,undirected,1
212,211,undirected,1
212,183,undirected,1
212,213,undirected,1
213,9,undirected,2
213,209,undirected,1
213,210,undirected,1
213,124,undirected,1
213,211,undirected,1
213,212,undirected,1
213,183,undirected,1
214,9,undirected,1
214,215,undirected,1
214,216,undirected,1
214,217,undirected,1
214,157,undirected,1
214,91,undirected,1
214,7,undirected,1
214,218,undirected,1
214,219,undirected,1
215,9,undirected,5
215,214,undirected,1
215,216,undirected,1
215,217,undirected,1
215,157,undirected,1
215,91,undirected,1
215,7,undirected,1
215,218,undirected,1
215,219,undirected,1
215,66,undirected,1
215,315,undirected,1
215,88,undirected,1
215,316,undirected,1
215,4,undirected,1
215,144,undirected,1
215,317,undirected,1
215,318,undirected,1
215,319,undirected,1
215,363,undirected,1
215,364,undirected,2
215,365,undirected,1
215,180,undirected,1
215,366,undirected,1
215,367,undirected,1
215,368,undirected,1
216,9,undirected,1
216,214,undirected,1
216,215,undirected,1
216,217,undirected,1
216,157,undirected,1
216,91,undirected,1
216,7,undirected,1
216,218,undirected,1
216,219,undirected,1
217,9,undirected,2
217,214,undirected,1
217,215,undirected,1
217,216,undirected,1
217,157,undirected,1
217,91,undirected,1
217,7,undirected,2
217,218,undirected,1
217,219,undirected,1
217,114,undirected,1
217,57,undirected,2
217,223,undirected,1
217,43,undirected,1
217,224,undirected,1
217,225,undirected,1
217,180,undirected,1
217,208,undirected,1
217,60,undirected,1
218,9,undirected,5
218,214,undirected,1
218,215,undirected,1
218,216,undirected,1
218,217,undirected,1
218,157,undirected,1
218,91,undirected,1
218,7,undirected,3
218,219,undirected,1
218,5,undirected,1
218,451,undirected,1
218,209,undirected,1
218,469,undirected,1
218,58,undirected,1
218,11,undirected,1
218,470,undirected,1
218,471,undirected,1
219,9,undirected,1
219,214,undirected,1
219,215,undirected,1
219,216,undirected,1
219,217,undirected,1
219,157,undirected,1
219,91,undirected,1
219,7,undirected,1
219,218,undirected,1
220,9,undirected,2
220,221,undirected,1
220,222,undirected,1
221,9,undirected,2
221,220,undirected,1
221,222,undirected,1
222,9,undirected,2
222,220,undirected,1
222,221,undirected,1
223,9,undirected,1
223,114,undirected,1
223,57,undirected,2
223,217,undirected,1
223,43,undirected,1
223,224,undirected,1
223,225,undirected,1
223,180,undirected,1
223,208,undirected,1
223,7,undirected,1
223,60,undirected,1
224,9,undirected,3
224,114,undirected,1
224,57,undirected,2
224,217,undirected,1
224,223,undirected,1
224,43,undirected,1
224,225,undirected,1
224,180,undirected,1
224,208,undirected,1
224,7,undirected,2
224,60,undirected,1
224,384,undirected,1
224,80,undirected,1
225,9,undirected,3
225,114,undirected,2
225,57,undirected,2
225,217,undirected,1
225,223,undirected,1
225,43,undirected,2
225,224,undirected,1
225,180,undirected,2
225,208,undirected,1
225,7,undirected,3
225,60,undirected,1
225,324,undirected,1
225,92,undirected,1
225,66,undirected,1
225,325,undirected,1
225,67,undirected,1
225,268,undirected,1
225,326,undirected,1
225,327,undirected,1
225,169,undirected,1
225,328,undirected,1
225,329,undirected,1
225,301,undirected,1
225,330,undirected,1
226,9,undirected,1
226,227,undirected,1
226,131,undirected,1
226,7,undirected,1
226,228,undirected,1
226,229,undirected,1
227,9,undirected,1
227,226,undirected,1
227,131,undirected,1
227,7,undirected,1
227,228,undirected,1
227,229,undirected,1
228,9,undirected,1
228,226,undirected,1
228,227,undirected,1
228,131,undirected,1
228,7,undirected,1
228,229,undirected,1
229,9,undirected,3
229,226,undirected,1
229,227,undirected,1
229,131,undirected,1
229,7,undirected,2
229,228,undirected,1
229,335,undirected,1
229,336,undirected,1
229,129,undirected,1
229,467,undirected,1
229,468,undirected,1
229,91,undirected,1
230,9,undirected,2
230,231,undirected,1
230,232,undirected,1
230,233,undirected,1
230,4,undirected,1
230,24,undirected,1
230,32,undirected,2
230,234,undirected,1
231,9,undirected,2
231,230,undirected,1
231,232,undirected,1
231,233,undirected,1
231,4,undirected,1
231,24,undirected,1
231,32,undirected,2
231,234,undirected,1
232,9,undirected,2
232,230,undirected,1
232,231,undirected,1
232,233,undirected,1
232,4,undirected,1
232,24,undirected,1
232,32,undirected,2
232,234,undirected,1
233,9,undirected,2
233,230,undirected,1
233,231,undirected,1
233,232,undirected,1
233,4,undirected,1
233,24,undirected,1
233,32,undirected,2
233,234,undirected,1
234,9,undirected,2
234,230,undirected,1
234,231,undirected,1
234,232,undirected,1
234,233,undirected,1
234,4,undirected,1
234,24,undirected,1
234,32,undirected,2
235,9,undirected,2
235,236,undirected,1
235,237,undirected,1
235,238,undirected,1
235,239,undirected,1
236,9,undirected,5
236,235,undirected,1
236,237,undirected,1
236,238,undirected,1
236,239,undirected,1
236,347,undirected,1
236,348,undirected,1
236,349,undirected,1
236,5,undirected,2
237,9,undirected,2
237,235,undirected,1
237,236,undirected,1
237,238,undirected,1
237,239,undirected,1
238,9,undirected,2
238,235,undirected,1
238,236,undirected,1
238,237,undirected,1
238,239,undirected,1
239,9,undirected,2
239,235,undirected,1
239,236,undirected,1
239,237,undirected,1
239,238,undirected,1
240,9,undirected,2
240,169,undirected,1
241,9,undirected,2
241,7,undirected,1
241,242,undirected,1
242,9,undirected,6
242,241,undirected,1
242,7,undirected,1
242,337,undirected,1
242,338,undirected,1
242,339,undirected,1
242,96,undirected,1
242,340,undirected,1
242,16,undirected,1
242,341,undirected,1
242,342,undirected,1
242,343,undirected,1
242,344,undirected,1
243,9,undirected,4
243,244,undirected,1
243,183,undirected,2
243,245,undirected,1
243,7,undirected,1
243,246,undirected,1
243,135,undirected,1
243,247,undirected,1
243,248,undirected,1
243,249,undirected,1
243,258,undirected,1
243,259,undirected,1
243,260,undirected,1
243,261,undirected,1
244,9,undirected,2
244,243,undirected,1
244,183,undirected,1
244,245,undirected,1
244,7,undirected,1
244,246,undirected,1
244,135,undirected,1
244,247,undirected,1
244,248,undirected,1
244,249,undirected,1
245,9,undirected,2
245,243,undirected,1
245,244,undirected,1
245,183,undirected,1
245,7,undirected,1
245,246,undirected,1
245,135,undirected,1
245,247,undirected,1
245,248,undirected,1
245,249,undirected,1
246,9,undirected,2
246,243,undirected,1
246,244,undirected,1
246,183,undirected,1
246,245,undirected,1
246,7,undirected,1
246,135,undirected,1
246,247,undirected,1
246,248,undirected,1
246,249,undirected,1
247,9,undirected,2
247,243,undirected,1
247,244,undirected,1
247,183,undirected,1
247,245,undirected,1
247,7,undirected,1
247,246,undirected,1
247,135,undirected,1
247,248,undirected,1
247,249,undirected,1
248,9,undirected,2
248,243,undirected,1
248,244,undirected,1
248,183,undirected,1
248,245,undirected,1
248,7,undirected,1
248,246,undirected,1
248,135,undirected,1
248,247,undirected,1
248,249,undirected,1
249,9,undirected,6
249,243,undirected,1
249,244,undirected,1
249,183,undirected,2
249,245,undirected,1
249,7,undirected,2
249,246,undirected,1
249,135,undirected,1
249,247,undirected,1
249,248,undirected,1
249,262,undirected,1
249,124,undirected,1
249,263,undirected,1
249,267,undirected,1
249,5,undirected,1
249,268,undirected,1
249,269,undirected,1
249,270,undirected,1
250,9,undirected,2
250,251,undirected,1
250,252,undirected,1
251,9,undirected,2
251,250,undirected,1
251,252,undirected,1
252,9,undirected,2
252,250,undirected,1
252,251,undirected,1
253,9,undirected,2
253,91,undirected,1
253,199,undirected,1
253,254,undirected,1
253,255,undirected,1
254,9,undirected,2
254,253,undirected,1
254,91,undirected,1
254,199,undirected,1
254,255,undirected,1
255,9,undirected,2
255,253,undirected,1
255,91,undirected,1
255,199,undirected,1
255,254,undirected,1
256,9,undirected,2
256,257,undirected,1
257,9,undirected,2
257,256,undirected,1
258,9,undirected,2
258,243,undirected,1
258,183,undirected,1
258,259,undirected,1
258,260,undirected,1
258,261,undirected,1
259,9,undirected,2
259,243,undirected,1
259,258,undirected,1
259,183,undirected,1
259,260,undirected,1
259,261,undirected,1
260,9,undirected,4
260,243,undirected,1
260,258,undirected,1
260,183,undirected,1
260,259,undirected,1
260,261,undirected,1
260,32,undirected,1
261,9,undirected,2
261,243,undirected,1
261,258,undirected,1
261,183,undirected,1
261,259,undirected,1
261,260,undirected,1
262,9,undirected,2
262,124,undirected,1
262,183,undirected,1
262,263,undirected,1
262,249,undirected,1
263,9,undirected,2
263,262,undirected,1
263,124,undirected,1
263,183,undirected,1
263,249,undirected,1
264,9,undirected,3
264,265,undirected,1
264,266,undirected,1
264,345,undirected,1
264,346,undirected,1
264,5,undirected,1
264,13,undirected,1
264,33,undirected,1
265,9,undirected,1
265,264,undirected,1
265,266,undirected,1
266,9,undirected,1
266,264,undirected,1
266,265,undirected,1
267,9,undirected,4
267,249,undirected,1
267,7,undirected,1
267,5,undirected,1
267,268,undirected,1
267,269,undirected,1
267,270,undirected,1
267,271,undirected,1
267,272,undirected,1
268,9,undirected,5
268,249,undirected,1
268,7,undirected,3
268,267,undirected,1
268,5,undirected,2
268,269,undirected,1
268,270,undirected,1
268,324,undirected,1
268,92,undirected,1
268,66,undirected,1
268,325,undirected,1
268,67,undirected,1
268,114,undirected,1
268,326,undirected,1
268,43,undirected,1
268,327,undirected,1
268,169,undirected,1
268,225,undirected,1
268,180,undirected,1
268,328,undirected,1
268,329,undirected,1
268,301,undirected,1
268,330,undirected,1
268,464,undirected,1
268,183,undirected,1
268,349,undirected,1
268,465,undirected,1
269,9,undirected,2
269,249,undirected,1
269,7,undirected,1
269,267,undirected,1
269,5,undirected,1
269,268,undirected,1
269,270,undirected,1
270,9,undirected,2
270,249,undirected,1
270,7,undirected,1
270,267,undirected,1
270,5,undirected,1
270,268,undirected,1
270,269,undirected,1
271,9,undirected,2
271,272,undirected,1
271,267,undirected,1
272,9,undirected,2
272,271,undirected,1
272,267,undirected,1
273,9,undirected,2
273,7,undirected,2
273,274,undirected,4
273,275,undirected,2
273,276,undirected,2
274,9,undirected,2
274,273,undirected,4
274,7,undirected,2
274,275,undirected,2
274,276,undirected,2
275,9,undirected,1
275,273,undirected,2
275,7,undirected,1
275,274,undirected,2
275,276,undirected,1
276,9,undirected,1
276,273,undirected,2
276,7,undirected,1
276,274,undirected,2
276,275,undirected,1
277,9,undirected,2
277,8,undirected,1
278,9,undirected,2
278,209,undirected,1
278,279,undirected,1
278,66,undirected,1
278,280,undirected,1
278,91,undirected,1
278,281,undirected,1
278,183,undirected,1
278,282,undirected,1
279,9,undirected,2
279,209,undirected,1
279,278,undirected,1
279,66,undirected,1
279,280,undirected,1
279,91,undirected,1
279,281,undirected,1
279,183,undirected,1
279,282,undirected,1
280,9,undirected,2
280,209,undirected,1
280,278,undirected,1
280,279,undirected,1
280,66,undirected,1
280,91,undirected,1
280,281,undirected,1
280,183,undirected,1
280,282,undirected,1
281,9,undirected,2
281,209,undirected,1
281,278,undirected,1
281,279,undirected,1
281,66,undirected,1
281,280,undirected,1
281,91,undirected,1
281,183,undirected,1
281,282,undirected,1
282,9,undirected,2
282,209,undirected,1
282,278,undirected,1
282,279,undirected,1
282,66,undirected,1
282,280,undirected,1
282,91,undirected,1
282,281,undirected,1
282,183,undirected,1
283,9,undirected,2
283,284,undirected,1
283,91,undirected,1
284,9,undirected,2
284,283,undirected,1
284,91,undirected,1
285,9,undirected,2
285,286,undirected,1
285,287,undirected,1
286,9,undirected,2
286,285,undirected,1
286,287,undirected,1
287,9,undirected,2
287,285,undirected,1
287,286,undirected,1
288,9,undirected,2
288,169,undirected,1
289,9,undirected,2
289,58,undirected,1
289,290,undirected,1
290,9,undirected,2
290,289,undirected,1
290,58,undirected,1
291,9,undirected,2
291,22,undirected,1
291,5,undirected,1
292,9,undirected,2
292,293,undirected,1
292,294,undirected,1
292,410,undirected,1
292,411,undirected,1
292,144,undirected,1
292,405,undirected,1
292,7,undirected,1
292,412,undirected,1
293,9,undirected,1
293,292,undirected,1
293,294,undirected,1
294,9,undirected,1
294,292,undirected,1
294,293,undirected,1
295,9,undirected,3
295,26,undirected,1
295,183,undirected,1
295,81,undirected,1
295,209,undirected,1
295,43,undirected,1
295,296,undirected,1
296,9,undirected,4
296,209,undirected,1
296,295,undirected,1
296,43,undirected,3
296,375,undirected,1
296,376,undirected,1
296,377,undirected,1
296,67,undirected,2
296,183,undirected,1
296,378,undirected,1
296,24,undirected,1
296,317,undirected,1
296,445,undirected,1
296,446,undirected,1
296,447,undirected,1
296,448,undirected,1
296,199,undirected,1
296,449,undirected,1
296,7,undirected,1
296,450,undirected,1
297,9,undirected,1
297,32,undirected,1
297,144,undirected,1
297,298,undirected,1
297,299,undirected,1
297,183,undirected,1
297,300,undirected,1
298,9,undirected,1
298,32,undirected,1
298,144,undirected,1
298,297,undirected,1
298,299,undirected,1
298,183,undirected,1
298,300,undirected,1
299,9,undirected,1
299,32,undirected,1
299,144,undirected,1
299,297,undirected,1
299,298,undirected,1
299,183,undirected,1
299,300,undirected,1
300,9,undirected,1
300,32,undirected,1
300,144,undirected,1
300,297,undirected,1
300,298,undirected,1
300,299,undirected,1
300,183,undirected,1
301,9,undirected,9
301,302,undirected,1
301,324,undirected,1
301,92,undirected,1
301,66,undirected,1
301,325,undirected,1
301,67,undirected,1
301,114,undirected,1
301,268,undirected,1
301,326,undirected,1
301,7,undirected,3
301,43,undirected,1
301,327,undirected,1
301,169,undirected,1
301,225,undirected,1
301,180,undirected,1
301,328,undirected,1
301,329,undirected,1
301,330,undirected,1
301,331,undirected,1
301,332,undirected,1
301,333,undirected,1
301,334,undirected,1
301,106,undirected,1
301,420,undirected,2
301,421,undirected,1
301,5,undirected,1
301,422,undirected,1
301,455,undirected,1
301,73,undirected,1
302,9,undirected,2
302,301,undirected,1
303,9,undirected,2
303,7,undirected,1
303,304,undirected,1
303,305,undirected,1
303,73,undirected,1
303,306,undirected,1
304,9,undirected,2
304,303,undirected,1
304,7,undirected,1
304,305,undirected,1
304,73,undirected,1
304,306,undirected,1
305,9,undirected,2
305,303,undirected,1
305,7,undirected,1
305,304,undirected,1
305,73,undirected,1
305,306,undirected,1
306,9,undirected,2
306,303,undirected,1
306,7,undirected,1
306,304,undirected,1
306,305,undirected,1
306,73,undirected,1
307,9,undirected,2
307,308,undirected,1
308,9,undirected,3
308,307,undirected,1
308,309,undirected,1
308,310,undirected,1
308,311,undirected,1
308,5,undirected,1
308,183,undirected,2
308,312,undirected,1
308,313,undirected,1
308,314,undirected,1
309,9,undirected,1
309,310,undirected,1
309,311,undirected,1
309,5,undirected,1
309,308,undirected,1
309,183,undirected,2
309,312,undirected,1
309,313,undirected,1
309,314,undirected,1
310,9,undirected,3
310,309,undirected,1
310,311,undirected,1
310,5,undirected,1
310,308,undirected,1
310,183,undirected,2
310,312,undirected,1
310,313,undirected,1
310,314,undirected,1
310,457,undirected,1
310,458,undirected,1
310,459,undirected,1
310,460,undirected,1
310,7,undirected,1
311,9,undirected,1
311,309,undirected,1
311,310,undirected,1
311,5,undirected,1
311,308,undirected,1
311,183,undirected,2
311,312,undirected,1
311,313,undirected,1
311,314,undirected,1
312,9,undirected,1
312,309,undirected,1
312,310,undirected,1
312,311,undirected,1
312,5,undirected,1
312,308,undirected,1
312,183,undirected,2
312,313,undirected,1
312,314,undirected,1
313,9,undirected,1
313,309,undirected,1
313,310,undirected,1
313,311,undirected,1
313,5,undirected,1
313,308,undirected,1
313,183,undirected,2
313,312,undirected,1
313,314,undirected,1
314,9,undirected,1
314,309,undirected,1
314,310,undirected,1
314,311,undirected,1
314,5,undirected,1
314,308,undirected,1
314,183,undirected,2
314,312,undirected,1
314,313,undirected,1
315,9,undirected,2
315,66,undirected,1
315,88,undirected,1
315,316,undirected,1
315,4,undirected,1
315,144,undirected,1
315,317,undirected,1
315,215,undirected,1
315,318,undirected,1
315,319,undirected,1
316,9,undirected,2
316,66,undirected,1
316,315,undirected,1
316,88,undirected,1
316,4,undirected,1
316,144,undirected,1
316,317,undirected,1
316,215,undirected,1
316,318,undirected,1
316,319,undirected,1
317,9,undirected,3
317,66,undirected,1
317,315,undirected,1
317,88,undirected,1
317,316,undirected,1
317,4,undirected,1
317,144,undirected,1
317,215,undirected,1
317,318,undirected,1
317,319,undirected,1
317,24,undirected,1
317,445,undirected,1
317,446,undirected,1
317,67,undirected,1
317,296,undirected,1
317,43,undirected,1
317,447,undirected,1
317,448,undirected,1
317,199,undirected,1
317,449,undirected,1
317,7,undirected,1
317,450,undirected,1
318,9,undirected,2
318,66,undirected,1
318,315,undirected,1
318,88,undirected,1
318,316,undirected,1
318,4,undirected,1
318,144,undirected,1
318,317,undirected,1
318,215,undirected,1
318,319,undirected,1
319,9,undirected,2
319,66,undirected,1
319,315,undirected,1
319,88,undirected,1
319,316,undirected,1
319,4,undirected,1
319,144,undirected,1
319,317,undirected,1
319,215,undirected,1
319,318,undirected,1
320,9,undirected,2
320,321,undirected,1
320,5,undirected,1
320,322,undirected,1
320,323,undirected,1
321,9,undirected,2
321,320,undirected,1
321,5,undirected,1
321,322,undirected,1
321,323,undirected,1
322,9,undirected,2
322,320,undirected,1
322,321,undirected,1
322,5,undirected,1
322,323,undirected,1
323,9,undirected,2
323,320,undirected,1
323,321,undirected,1
323,5,undirected,1
323,322,undirected,1
324,9,undirected,2
324,92,undirected,1
324,66,undirected,1
324,325,undirected,1
324,67,undirected,1
324,114,undirected,1
324,268,undirected,1
324,326,undirected,1
324,7,undirected,2
324,43,undirected,1
324,327,undirected,1
324,169,undirected,1
324,225,undirected,1
324,180,undirected,1
324,328,undirected,1
324,329,undirected,1
324,301,undirected,1
324,330,undirected,1
325,9,undirected,2
325,324,undirected,1
325,92,undirected,1
325,66,undirected,1
325,67,undirected,1
325,114,undirected,1
325,268,undirected,1
325,326,undirected,1
325,7,undirected,2
325,43,undirected,1
325,327,undirected,1
325,169,undirected,1
325,225,undirected,1
325,180,undirected,1
325,328,undirected,1
325,329,undirected,1
325,301,undirected,1
325,330,undirected,1
326,9,undirected,2
326,324,undirected,1
326,92,undirected,1
326,66,undirected,1
326,325,undirected,1
326,67,undirected,1
326,114,undirected,1
326,268,undirected,1
326,7,undirected,2
326,43,undirected,1
326,327,undirected,1
326,169,undirected,1
326,225,undirected,1
326,180,undirected,1
326,328,undirected,1
326,329,undirected,1
326,301,undirected,1
326,330,undirected,1
327,9,undirected,2
327,324,undirected,1
327,92,undirected,1
327,66,undirected,1
327,325,undirected,1
327,67,undirected,1
327,114,undirected,1
327,268,undirected,1
327,326,undirected,1
327,7,undirected,2
327,43,undirected,1
327,169,undirected,1
327,225,undirected,1
327,180,undirected,1
327,328,undirected,1
327,329,undirected,1
327,301,undirected,1
327,330,undirected,1
328,9,undirected,3
328,324,undirected,1
328,92,undirected,1
328,66,undirected,1
328,325,undirected,1
328,67,undirected,1
328,114,undirected,1
328,268,undirected,1
328,326,undirected,1
328,7,undirected,2
328,43,undirected,2
328,327,undirected,1
328,169,undirected,1
328,225,undirected,1
328,180,undirected,1
328,329,undirected,1
328,301,undirected,1
328,330,undirected,1
328,199,undirected,1
328,425,undirected,1
328,426,undirected,1
328,427,undirected,1
328,428,undirected,1
328,429,undirected,1
328,86,undirected,1
329,9,undirected,2
329,324,undirected,1
329,92,undirected,1
329,66,undirected,1
329,325,undirected,1
329,67,undirected,1
329,114,undirected,1
329,268,undirected,1
329,326,undirected,1
329,7,undirected,2
329,43,undirected,1
329,327,undirected,1
329,169,undirected,1
329,225,undirected,1
329,180,undirected,1
329,328,undirected,1
329,301,undirected,1
329,330,undirected,1
330,9,undirected,2
330,324,undirected,1
330,92,undirected,1
330,66,undirected,1
330,325,undirected,1
330,67,undirected,1
330,114,undirected,1
330,268,undirected,1
330,326,undirected,1
330,7,undirected,2
330,43,undirected,1
330,327,undirected,1
330,169,undirected,1
330,225,undirected,1
330,180,undirected,1
330,328,undirected,1
330,329,undirected,1
330,301,undirected,1
331,332,undirected,1
331,7,undirected,1
331,333,undirected,1
331,334,undirected,1
331,106,undirected,1
331,301,undirected,1
331,9,undirected,1
332,331,undirected,1
332,7,undirected,1
332,333,undirected,1
332,334,undirected,1
332,106,undirected,1
332,301,undirected,1
332,9,undirected,1
333,331,undirected,1
333,332,undirected,1
333,7,undirected,1
333,334,undirected,1
333,106,undirected,1
333,301,undirected,1
333,9,undirected,1
334,331,undirected,1
334,332,undirected,1
334,7,undirected,1
334,333,undirected,1
334,106,undirected,1
334,301,undirected,1
334,9,undirected,1
335,9,undirected,1
335,229,undirected,1
335,336,undirected,1
335,129,undirected,1
336,9,undirected,1
336,335,undirected,1
336,229,undirected,1
336,129,undirected,1
337,9,undirected,2
337,242,undirected,1
337,338,undirected,1
337,339,undirected,1
337,96,undirected,1
337,340,undirected,1
337,16,undirected,1
337,341,undirected,1
338,9,undirected,2
338,337,undirected,1
338,242,undirected,1
338,339,undirected,1
338,96,undirected,1
338,340,undirected,1
338,16,undirected,1
338,341,undirected,1
339,9,undirected,2
339,337,undirected,1
339,242,undirected,1
339,338,undirected,1
339,96,undirected,1
339,340,undirected,1
339,16,undirected,1
339,341,undirected,1
340,9,undirected,2
340,337,undirected,1
340,242,undirected,1
340,338,undirected,1
340,339,undirected,1
340,96,undirected,1
340,16,undirected,1
340,341,undirected,1
341,9,undirected,2
341,337,undirected,1
341,242,undirected,1
341,338,undirected,1
341,339,undirected,1
341,96,undirected,1
341,340,undirected,1
341,16,undirected,1
342,9,undirected,2
342,242,undirected,1
342,343,undirected,1
342,344,undirected,1
343,9,undirected,2
343,342,undirected,1
343,242,undirected,1
343,344,undirected,1
344,9,undirected,2
344,342,undirected,1
344,242,undirected,1
344,343,undirected,1
345,9,undirected,2
345,346,undirected,1
345,5,undirected,1
